Title,Price (£),Availability,Rating,Product URL,Price (₹)
How Music Works,37.32,In stock,2,https://books.toscrape.com/catalogue/how-music-works_979/index.html,3918.6
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,In stock,3,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,3204.6
Chase Me (Paris Nights #2),25.27,In stock,5,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,2653.35
Black Dust,34.53,In stock,5,https://books.toscrape.com/catalogue/black-dust_976/index.html,3625.65
Birdsong: A Story in Pictures,54.64,In stock,3,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,5737.2
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.50,In stock,3,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,2362.5
Aladdin and His Wonderful Lamp,53.13,In stock,3,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,5578.650000000001
Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.30,In stock,5,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,4231.5
Wall and Piece,44.18,In stock,4,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,4638.9
The Four Agreements: A Practical Guide to Personal Freedom,17.66,In stock,5,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,1854.3
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,In stock,3,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,3260.25
The Elephant Tree,23.82,In stock,5,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,2501.1
The Bear and the Piano,36.89,In stock,1,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,3873.4500000000003
Sophie's World,15.94,In stock,5,https://books.toscrape.com/catalogue/sophies-world_966/index.html,1673.7
Penny Maybe,33.29,In stock,3,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,3495.45
Maude (1883-1993):She Grew Up with the country,18.02,In stock,2,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,1892.1
"In a Dark, Dark Wood",19.63,In stock,1,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,2061.15
Behind Closed Doors,52.22,In stock,4,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,5483.099999999999
You can't bury them all: Poems,33.63,In stock,2,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,3531.15
Slow States of Collapse: Poems,57.31,In stock,3,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,6017.55
Reasons to Stay Alive,26.41,In stock,2,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,2773.05
Private Paris (Private #10),47.61,In stock,5,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,4999.05
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,In stock,5,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,2426.5499999999997
Without Borders (Wanderlove #1),45.07,In stock,2,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,4732.35
When We Collided,31.77,In stock,1,https://books.toscrape.com/catalogue/when-we-collided_955/index.html,3335.85
"We Love You, Charlie Freeman",50.27,In stock,5,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,5278.35
Untitled Collection: Sabbath Poems 2014,14.27,In stock,4,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,1498.35
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,In stock,4,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,4638.9
Unicorn Tracks,18.78,In stock,3,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,1971.9
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,In stock,1,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,2679.6
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),16.28,In stock,1,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,1709.4
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,In stock,3,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,3267.6
This One Summer,19.49,In stock,4,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,2046.4499999999998
Thirst,17.27,In stock,5,https://books.toscrape.com/catalogue/thirst_946/index.html,1813.35
The Torch Is Passed: A Harding Family Story,19.09,In stock,1,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,2004.45
The Secret of Dreadwillow Carse,56.13,In stock,1,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,5893.650000000001
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,In stock,1,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,5923.049999999999
The Past Never Ends,56.50,In stock,4,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,5932.5
The Natural History of Us (The Fine Art of Pretending #2),45.22,In stock,3,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,4748.099999999999
The Nameless City (The Nameless City #1),38.16,In stock,4,https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,4006.7999999999997
The Murder That Never Was (Forensic Instincts #5),54.11,In stock,3,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,5681.55
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,In stock,4,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,4510.8
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,In stock,4,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,2508.4500000000003
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,In stock,3,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,1760.85
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,In stock,5,https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,2161.95
The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,In stock,1,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,3898.65
The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,In stock,1,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,5886.3
The Death of Humanity: and the Case for Life,58.11,In stock,4,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,6101.55
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,In stock,3,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,5150.25
The Art Forger,40.76,In stock,3,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,4279.8
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,In stock,1,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,2071.65
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,In stock,5,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,3385.2000000000003
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,In stock,4,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,4392.15
Soul Reader,39.58,In stock,2,https://books.toscrape.com/catalogue/soul-reader_926/index.html,4155.9
Security,39.25,In stock,2,https://books.toscrape.com/catalogue/security_925/index.html,4121.25
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,In stock,3,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,2627.1
"Saga, Volume 5 (Saga (Collected Editions) #5)",51.04,In stock,2,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,5359.2
Reskilling America: Learning to Labor in the Twenty-First Century,19.83,In stock,2,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,2082.1499999999996
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",50.40,In stock,3,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,5292.0
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",13.61,In stock,5,https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,1429.05
Princess Between Worlds (Wide-Awake Princess #5),13.34,In stock,5,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,1400.7
"Pop Gun War, Volume 1: Gift",18.97,In stock,1,https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,1991.85
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,In stock,2,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,3809.4
Patience,10.16,In stock,3,https://books.toscrape.com/catalogue/patience_916/index.html,1066.8
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",15.44,In stock,4,https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,1621.2
orange: The Complete Collection 1 (orange: The Complete Collection #1),48.41,In stock,1,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,5083.049999999999
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,In stock,1,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,4866.75
On a Midnight Clear,14.07,In stock,3,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,1477.3500000000001
Obsidian (Lux #1),14.86,In stock,2,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,1560.3
My Paris Kitchen: Recipes and Stories,33.37,In stock,2,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,3503.85
Masks and Shadows,56.40,In stock,2,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,5922.0
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,In stock,4,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,1472.1
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",46.91,In stock,2,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,4925.549999999999
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",45.61,In stock,3,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,4789.05
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),19.92,In stock,2,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,2091.6000000000004
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,In stock,1,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,4211.55
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.90,In stock,2,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,5659.5
Join,35.67,In stock,5,https://books.toscrape.com/catalogue/join_902/index.html,3745.3500000000004
In the Country We Love: My Family Divided,22.00,In stock,4,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,2310.0
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,In stock,5,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,6022.8
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",29.17,In stock,2,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,3062.8500000000004
I am a Hero Omnibus Volume 1,54.63,In stock,3,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,5736.150000000001
How to Be Miserable: 40 Strategies You Already Use,46.03,In stock,1,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,4833.150000000001
Her Backup Boyfriend (The Sorensen Family #1),33.97,In stock,1,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,3566.85
"Giant Days, Vol. 2 (Giant Days #5-8)",22.11,In stock,2,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,2321.5499999999997
Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,29.69,In stock,3,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,3117.4500000000003
First and First (Five Boroughs #3),15.97,In stock,4,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,1676.8500000000001
Fifty Shades Darker (Fifty Shades #2),21.96,In stock,1,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,2305.8
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,In stock,2,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,5706.75
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,In stock,2,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,3986.85
Danganronpa Volume 1,51.99,In stock,4,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,5458.95
Crown of Midnight (Throne of Glass #2),43.29,In stock,3,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,4545.45
"Codename Baboushka, Volume 1: The Conclave of Death",36.72,In stock,4,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,3855.6
Camp Midnight,17.08,In stock,4,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,1793.3999999999999
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,In stock,5,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,3059.7000000000003
Burning,28.81,In stock,3,https://books.toscrape.com/catalogue/burning_884/index.html,3025.0499999999997
Bossypants,49.46,In stock,2,https://books.toscrape.com/catalogue/bossypants_883/index.html,5193.3
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",37.92,In stock,2,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,3981.6000000000004
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,In stock,2,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,2949.45
Algorithms to Live By: The Computer Science of Human Decisions,30.81,In stock,1,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,3235.0499999999997
A World of Flavor: Your Gluten Free Passport,42.95,In stock,1,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,4509.75
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,In stock,5,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,5959.8
A Murder in Time,16.64,In stock,1,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,1747.2
A Flight of Arrows (The Pathfinders #2),55.53,In stock,5,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,5830.650000000001
A Fierce and Subtle Poison,28.13,In stock,4,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,2953.65
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,In stock,1,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,5498.849999999999
(Un)Qualified: How God Uses Broken People to Do Big Things,54.00,In stock,5,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,5670.0
You Are What You Love: The Spiritual Power of Habit,21.87,In stock,4,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,2296.35
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.30,In stock,4,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,4546.5
Tuesday Nights in 1980,21.04,In stock,2,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,2209.2
Tracing Numbers on a Train,41.60,In stock,3,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,4368.0
Throne of Glass (Throne of Glass #1),35.07,In stock,3,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,3682.35
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,In stock,1,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,6262.2
Thirteen Reasons Why,52.72,In stock,1,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,5535.599999999999
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,58.08,In stock,4,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,6098.4
The Wedding Dress,24.12,In stock,1,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,2532.6
The Vacationers,42.15,In stock,4,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,4425.75
The Third Wave: An Entrepreneur’s Vision of the Future,12.61,In stock,5,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,1324.05
The Stranger,17.44,In stock,4,https://books.toscrape.com/catalogue/the-stranger_861/index.html,1831.2
The Shadow Hero (The Shadow Hero),33.14,In stock,1,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,3479.7000000000003
The Secret (The Secret #1),27.37,In stock,4,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,2873.85
The Regional Office Is Under Attack!,51.36,In stock,5,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,5392.8
The Psychopath Test: A Journey Through the Madness Industry,36.00,In stock,2,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,3780.0
The Project,10.65,In stock,1,https://books.toscrape.com/catalogue/the-project_856/index.html,1118.25
The Power of Now: A Guide to Spiritual Enlightenment,43.54,In stock,2,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,4571.7
The Omnivore's Dilemma: A Natural History of Four Meals,38.21,In stock,2,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,4012.05
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,In stock,5,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,3920.7000000000003
The Murder of Roger Ackroyd (Hercule Poirot #4),44.10,In stock,4,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,4630.5
The Mistake (Off-Campus #2),43.29,In stock,3,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,4545.45
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,In stock,1,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,5864.25
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.60,In stock,2,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,3948.0
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,In stock,1,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,1151.8500000000001
The Kite Runner,41.82,In stock,4,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,4391.1
The House by the Lake,36.95,In stock,1,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,3879.7500000000005
The Glittering Court (The Glittering Court #1),44.28,In stock,1,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,4649.400000000001
The Girl on the Train,55.02,In stock,2,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,5777.1
The Genius of Birds,17.24,In stock,1,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,1810.1999999999998
The Emerald Mystery,23.15,In stock,2,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,2430.75
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,In stock,1,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,4331.25
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.00,In stock,3,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,3360.0
The Artist's Way: A Spiritual Path to Higher Creativity,38.49,In stock,5,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,4041.4500000000003
The Art of War,33.34,In stock,5,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,3500.7000000000003
The Argonauts,10.93,In stock,2,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,1147.6499999999999
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,In stock,3,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,2892.75
Suddenly in Love (Lake Haven #1),55.99,In stock,2,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,5878.95
Something More Than This,16.24,In stock,4,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,1705.1999999999998
Soft Apocalypse,26.12,In stock,2,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,2742.6
So You've Been Publicly Shamed,12.23,In stock,2,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,1284.15
Shoe Dog: A Memoir by the Creator of NIKE,23.99,In stock,2,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,2518.95
